TIME	CH1	CH2	CH3	CH4
9.252e+06	-0.03125	-0.03125	0	0.015625
9.248e+06	-0.03125	-0.03125	0	0.015625
9.244e+06	-0.03125	-0.03125	0	0.015625
9.24e+06	-0.03125	-0.03125	0	0.015625
9.236e+06	-0.03125	-0.03125	0	0.015625
9.232e+06	-0.03125	-0.03125	0	0.015625
9.228e+06	0	-0.03125	0	0.015625
9.224e+06	-0.03125	-0.03125	0	0.015625
9.22e+06	-0.03125	-0.03125	0	0.03125
9.216e+06	-0.03125	-0.03125	0	0.015625
9.212e+06	-0.03125	-0.03125	0	0.015625
9.208e+06	-0.03125	-0.03125	0	0.015625
9.204e+06	0	-0.03125	0	0.03125
9.2e+06	-0.03125	-0.03125	0	0.03125
9.196e+06	0	-0.03125	0	0.015625
9.192e+06	-0.03125	-0.03125	0	0.015625
9.188e+06	-0.03125	-0.03125	0	0.015625
9.184e+06	-0.03125	-0.03125	0	0.03125
9.18e+06	-0.03125	-0.03125	0	0.015625
9.176e+06	-0.03125	-0.03125	0	0.015625
9.172e+06	-0.03125	-0.03125	0	0.03125
9.168e+06	-0.03125	-0.03125	0	0.03125
9.164e+06	-0.03125	-0.03125	0	0.015625
9.16e+06	-0.03125	-0.03125	0	0.015625
9.156e+06	-0.03125	-0.03125	0	0.015625
9.152e+06	-0.03125	-0.03125	0	0.015625
9.148e+06	-0.03125	-0.03125	0	0.03125
9.144e+06	-0.03125	-0.03125	0	0.015625
9.14e+06	-0.03125	-0.03125	0	0.03125
9.136e+06	-0.03125	-0.03125	0	0.015625
9.132e+06	-0.03125	-0.03125	0	0.015625
9.128e+06	0	-0.03125	0	0.015625
9.124e+06	-0.03125	-0.03125	0	0.015625
9.12e+06	-0.03125	-0.03125	0	0.03125
9.116e+06	-0.03125	-0.03125	0	0.03125
9.112e+06	-0.03125	-0.03125	0	0.015625
9.108e+06	0	-0.03125	0	0.03125
9.104e+06	-0.03125	-0.03125	0	0.015625
9.1e+06	-0.03125	-0.03125	0	0.015625
9.096e+06	-0.03125	-0.03125	0	0.015625
9.092e+06	-0.03125	-0.03125	0	0.03125
9.088e+06	-0.03125	-0.03125	0	0.015625
9.084e+06	-0.03125	-0.03125	0	0.03125
9.08e+06	-0.03125	-0.03125	0	0.015625
9.076e+06	-0.03125	-0.03125	0	0.015625
9.072e+06	-0.03125	-0.03125	0	0.015625
9.068e+06	-0.03125	-0.03125	0	0.015625
9.064e+06	-0.03125	-0.03125	0	0.015625
9.06e+06	-0.03125	-0.03125	0	0.03125
9.056e+06	-0.03125	-0.03125	0	0.015625
9.052e+06	-0.03125	-0.03125	0	0.03125
9.048e+06	-0.03125	-0.03125	0	0.015625
9.044e+06	-0.03125	-0.03125	0	0.03125
9.04e+06	-0.03125	-0.03125	0	0.015625
9.036e+06	-0.03125	-0.03125	0	0.015625
9.032e+06	-0.03125	-0.03125	0	0.015625
9.028e+06	-0.03125	-0.03125	0	0.03125
9.024e+06	-0.03125	-0.03125	0	0.015625
9.02e+06	-0.03125	-0.03125	0	0.015625
9.016e+06	-0.03125	-0.03125	0	0.03125
9.012e+06	-0.03125	-0.03125	0	0.015625
9.008e+06	-0.03125	-0.03125	0	0.015625
9.004e+06	-0.03125	-0.03125	0	0.015625
9e+06	-0.03125	-0.03125	0	0.015625
8.996e+06	-0.03125	-0.03125	0	0.015625
8.992e+06	-0.03125	-0.03125	0	0.015625
8.988e+06	-0.03125	-0.03125	0	0.015625
8.984e+06	-0.03125	-0.03125	0	0.015625
8.98e+06	-0.03125	-0.03125	0	0.03125
8.976e+06	-0.03125	-0.03125	0	0.015625
8.972e+06	-0.03125	-0.03125	0	0.015625
8.968e+06	-0.03125	-0.03125	0	0.03125
8.964e+06	-0.03125	-0.03125	0	0.03125
8.96e+06	-0.03125	-0.03125	0	0.03125
8.956e+06	-0.03125	-0.03125	0	0.015625
8.952e+06	-0.03125	-0.03125	0	0.015625
8.948e+06	-0.03125	-0.03125	0	0.015625
8.944e+06	-0.03125	-0.03125	0	0.03125
8.94e+06	-0.03125	-0.03125	0	0.015625
8.936e+06	-0.03125	-0.03125	0	0.015625
8.932e+06	-0.03125	-0.03125	0	0.015625
8.928e+06	-0.03125	-0.03125	0	0.03125
8.924e+06	-0.03125	-0.03125	0	0.03125
8.92e+06	-0.03125	-0.03125	0	0.015625
8.916e+06	-0.03125	-0.03125	0	0.03125
8.912e+06	-0.03125	-0.03125	0	0.015625
8.908e+06	-0.03125	-0.03125	0	0.015625
